Customer_ID,Stability_Month_1_Percentile,Volume_Month_1_Percentile,Stability_Month_2_Percentile,Volume_Month_2_Percentile,Stability_Month_3_Percentile,Volume_Month_3_Percentile,Stability_Month_4_Percentile,Volume_Month_4_Percentile,Stability_Month_5_Percentile,Volume_Month_5_Percentile,Stability_Month_6_Percentile,Volume_Month_6_Percentile,Churn
Person_89,36,48,30,54,24,60,18,66,12,72,6,78,0
Person_90,50,10,43,99,36,69,29,91,22,62,15,52,1
Person_91,57,41,49,41,41,44,33,45,25,42,17,44,1
Person_92,54,64,61,72,68,80,75,88,68,96,61,100,0
Person_93,60,41,52,36,44,31,36,26,28,21,20,16,0
Person_94,50,54,42,45,34,36,26,27,18,18,10,9,1
Person_95,59,43,68,50,59,57,50,64,41,71,32,78,0
Person_96,62,85,69,35,76,57,69,60,62,89,55,12,0
Person_97,39,55,33,55,27,55,33,56,39,57,45,54,0
Person_98,36,50,29,55,36,60,43,65,50,70,57,75,0
Person_99,35,44,27,37,19,30,11,23,19,16,27,9,0
Person_100,45,62,54,71,63,80,72,89,81,80,90,71,0
Person_101,42,35,37,41,42,47,47,53,52,59,57,65,1
Person_102,42,87,36,73,30,46,24,25,30,85,36,81,0
Person_103,3,44,90,46,59,43,67,42,80,45,54,45,1
Person_104,91,51,60,60,5,69,29,78,16,87,9,96,0
Person_105,38,49,41,44,38,39,41,34,76,29,9,24,0
Person_106,91,50,86,59,37,50,51,41,17,32,28,23,0
Person_107,67,35,50,28,18,35,14,42,6,49,85,56,0
Person_108,77,50,26,24,68,33,52,91,17,10,51,74,1
Person_109,53,38,53,40,53,39,51,40,53,41,51,42,0
Person_110,48,61,48,68,52,75,49,82,51,89,49,96,0
Person_111,55,45,56,36,53,27,57,18,56,9,54,0,0
Person_112,40,59,43,67,43,59,40,51,40,43,42,35,1
Person_113,56,46,59,55,58,64,57,73,59,82,58,91,0
Person_114,54,65,54,76,54,55,51,40,54,53,54,70,0
Person_115,52,48,57,48,62,47,67,51,72,51,77,50,1
Person_116,58,54,67,63,76,72,85,81,94,90,100,99,0
Person_117,55,48,64,41,73,34,82,27,91,20,100,13,1
Person_118,62,62,68,70,74,62,80,54,86,46,92,38,0
Person_119,47,47,53,41,59,35,65,41,71,47,77,53,0
Person_120,45,2,50,66,55,64,60,92,65,49,70,73,0
Person_121,48,41,43,42,38,39,33,38,28,39,23,40,1
Person_122,32,50,24,55,16,60,8,65,0,70,0,75,1
Person_123,34,50,27,43,20,36,13,29,6,22,0,15,1
Person_124,33,55,26,62,19,69,12,76,5,69,0,62,0
Person_125,48,50,41,44,34,50,27,56,20,62,13,68,0
Person_126,42,94,34,90,26,46,18,89,10,86,2,68,0
Person_127,60,52,54,51,48,51,42,48,36,49,30,52,0
Person_128,60,56,65,63,70,70,75,77,70,84,65,91,0
Person_129,50,45,45,37,40,29,35,21,30,13,25,5,0
Person_130,60,62,53,68,46,74,39,68,32,62,25,56,1
Person_131,52,35,59,30,66,35,73,40,66,45,59,50,0
Person_132,56,4,47,24,38,72,29,0,20,18,11,51,1
Person_133,49,42,44,41,39,43,44,45,49,44,54,42,1
Person_134,42,56,34,63,26,70,34,77,42,84,50,91,0
Person_135,48,52,39,45,30,38,21,31,30,24,39,17,1
Person_136,50,56,44,65,38,74,44,65,50,56,56,47,0
Person_137,32,36,41,42,50,48,59,54,68,60,77,66,1
Person_138,36,4,44,46,52,40,60,50,68,20,76,70,0
Person_139,86,49,5,49,65,47,51,46,36,50,57,49,1
Person_140,48,59,80,68,7,77,99,86,19,95,10,100,0
Person_141,86,37,44,30,4,23,30,16,4,9,46,2,1
Person_142,15,60,82,69,62,60,76,51,62,42,9,33,0
Person_143,27,39,36,33,68,27,46,21,89,27,2,33,0
Person_144,56,44,93,54,90,15,24,64,44,0,67,9,1
Person_145,51,51,49,48,48,51,48,50,51,51,50,51,0
Person_146,44,55,44,64,44,73,44,82,44,91,47,100,0
Person_147,41,38,42,31,42,24,42,17,42,10,39,3,1
Person_148,45,48,45,53,45,48,41,43,41,38,43,33,1
Person_149,51,45,49,37,51,29,47,21,50,29,48,37,1
Person_150,39,83,40,84,38,69,39,31,39,42,39,5,0
Person_151,55,50,62,51,69,47,76,50,83,51,90,50,1
Person_152,68,50,77,59,86,68,95,77,100,86,100,95,0
Person_153,58,44,67,36,76,28,85,20,94,12,100,4,1
Person_154,65,53,74,61,83,69,92,77,100,69,100,61,0
Person_155,57,49,64,44,71,39,78,44,85,49,92,54,1
Person_156,65,40,74,43,83,21,92,95,100,35,100,44,0
Person_157,39,55,34,54,29,57,24,58,19,58,14,57,1
Person_158,33,55,26,62,19,69,12,76,5,83,0,90,1
Person_159,51,48,46,42,41,36,36,30,31,24,26,18,1
Person_160,45,53,40,60,35,53,30,46,25,39,20,32,0
Person_161,48,38,43,46,38,54,33,62,28,70,23,78,0
Person_162,46,84,38,5,30,21,22,87,14,17,6,40,0
Person_163,46,42,52,38,58,40,64,41,58,40,52,42,0
Person_164,62,63,56,71,50,79,44,87,38,95,32,100,0
Person_165,54,35,59,30,64,25,69,20,64,15,59,10,0
Person_166,57,49,48,58,39,49,30,40,21,31,12,22,1
Person_167,59,49,64,44,69,39,64,44,59,49,54,54,0
Person_168,64,41,69,11,74,42,79,43,74,43,69,27,0
Person_169,36,59,43,59,50,59,57,59,64,55,71,57,0
Person_170,46,66,37,74,28,82,19,90,28,98,37,100,0
Person_171,43,48,37,42,31,36,25,30,31,24,37,18,0
Person_172,38,62,33,68,28,62,23,56,28,50,33,44,0
Person_173,35,49,41,43,47,49,53,55,59,61,65,67,1
Person_174,35,23,42,41,49,57,56,56,63,0,70,30,0
Person_175,63,55,46,56,47,52,14,53,66,54,17,55,0
Person_176,70,60,16,66,24,72,75,78,8,84,94,90,0
Person_177,75,52,9,46,57,40,13,34,54,28,94,22,1
Person_178,41,63,70,71,85,79,79,71,99,63,67,55,0
Person_179,2,45,21,39,40,33,3,27,66,33,95,39,0
Person_180,45,97,68,71,0,62,58,26,97,40,74,49,1
Person_181,49,55,47,51,48,51,49,52,49,54,50,53,0
Person_182,58,53,58,60,58,67,56,74,59,81,59,88,0
Person_183,53,50,52,43,52,36,53,29,53,22,52,15,0
Person_184,53,47,52,53,49,47,51,41,49,35,50,29,1
Person_185,59,36,55,43,57,50,56,57,56,64,57,71,0
Person_186,42,2,40,36,41,34,42,89,39,45,41,55,0
Person_187,63,50,70,51,77,49,84,47,91,49,98,51,1
Person_188,49,46,58,51,67,56,76,61,85,66,94,71,0
Person_189,51,33,58,26,65,19,72,12,79,5,86,0,1
Person_190,54,54,63,63,72,72,81,81,90,72,99,63,1
Person_191,62,46,68,38,74,30,80,22,86,30,92,38,0
Person_192,47,86,53,52,59,31,65,42,71,82,77,67,0
Person_193,42,58,36,57,30,58,24,58,18,58,12,56,0
Person_194,37,65,28,73,19,81,10,89,1,97,0,100,1
Person_195,44,50,38,45,32,40,26,35,20,30,14,25,1
Person_196,44,46,37,51,30,56,23,61,16,56,9,51,0
Person_197,35,41,28,34,21,27,14,34,7,41,0,48,0
Person_198,51,63,43,97,35,24,27,75,19,57,11,23,0
Person_199,49,45,54,44,59,44,64,41,59,42,54,41,0
Person_200,57,67,48,76,39,85,30,94,21,100,12,100,0
Person_201,59,41,54,36,49,31,44,26,39,21,34,16,0
Person_202,57,53,62,62,67,71,62,62,57,53,52,44,1
Person_203,48,41,56,48,64,55,72,62,64,69,56,76,0
Person_204,65,47,56,47,47,54,38,35,29,67,20,99,0
Person_205,44,57,51,58,58,57,65,58,72,57,79,54,0
Person_206,52,65,45,73,38,81,31,89,38,97,45,100,1
Person_207,52,45,46,38,40,31,34,24,40,17,46,10,1
Person_208,41,61,34,55,41,49,48,43,55,37,62,31,0
Person_209,49,40,58,32,67,24,76,32,85,40,94,48,0
Person_210,38,43,32,23,26,43,20,11,26,5,32,57,0
Person_211,8,42,45,41,81,40,76,40,70,40,57,41,1
Person_212,7,66,27,74,95,82,93,90,9,98,85,100,0
Person_213,68,53,36,48,43,43,93,38,53,33,71,28,1
Person_214,64,57,33,65,36,73,60,65,100,57,0,49,0
Person_215,43,51,5,46,9,41,30,36,27,41,41,46,0
Person_216,77,72,97,79,40,73,71,83,82,50,80,9,1
Person_217,52,46,50,48,51,47,51,45,52,47,49,45,0
Person_218,46,57,47,62,46,67,46,72,45,77,44,82,0
Person_219,49,43,52,36,49,29,48,22,52,15,49,8,1
Person_220,39,66,41,73,43,80,39,87,41,80,41,73,1
Person_221,53,47,55,38,55,47,54,56,56,65,53,74,0
Person_222,41,40,43,9,43,10,45,47,42,98,42,48,0
Person_223,63,50,68,50,73,51,78,51,83,49,88,48,1
Person_224,59,62,66,68,73,74,80,80,87,86,94,92,0
Person_225,56,50,61,42,66,34,71,26,76,18,81,10,1
Person_226,55,52,61,60,67,52,73,44,79,36,85,28,0
Person_227,64,42,72,34,80,26,88,18,96,26,100,34,0
Person_228,54,3,59,94,64,86,69,78,74,56,79,70,0
Person_229,49,47,44,49,39,46,34,50,29,49,24,46,1
Person_230,42,52,34,61,26,70,18,79,10,88,2,97,1
Person_231,40,34,33,27,26,20,19,13,12,6,5,0,1
Person_232,50,54,44,62,38,70,32,62,26,54,20,46,0
Person_233,40,34,32,27,24,34,16,41,8,48,0,55,0
Person_234,48,49,42,51,36,80,30,16,24,13,18,94,0
Person_235,55,54,63,54,55,56,47,55,39,55,31,53,0
Person_236,50,64,57,70,64,76,57,82,50,88,43,94,0
Person_237,63,39,72,30,81,21,90,12,81,3,72,0,1
Person_238,49,52,41,60,33,68,25,60,17,52,9,44,1
Person_239,64,34,73,26,64,18,55,10,46,18,37,26,0
Person_240,59,41,50,73,41,31,32,4,23,74,14,97,0
Person_241,47,40,38,44,47,40,56,43,65,40,74,44,1
Person_242,40,60,48,66,56,72,64,78,72,84,80,90,0
Person_243,51,39,44,31,37,23,44,15,51,7,58,0,0
Person_244,35,59,28,54,21,49,28,44,35,39,42,34,0
Person_245,45,46,39,55,45,64,51,73,57,82,63,91,1
Person_246,40,65,35,62,40,86,45,95,50,51,55,64,0
Person_247,98,52,81,52,34,53,37,55,61,55,79,52,0
Person_248,90,55,8,61,55,67,32,73,31,79,0,85,0
Person_249,16,42,1,37,96,32,48,27,97,22,70,17,1
Person_250,19,51,97,56,92,61,15,66,26,61,74,56,0
Person_251,31,41,98,34,84,27,54,20,12,27,75,34,0
Person_252,55,56,9,98,1,12,85,94,37,34,76,26,1
Person_253,56,48,55,48,57,47,58,46,55,49,55,49,0
Person_254,51,63,55,70,53,77,54,84,53,91,52,98,0
Person_255,41,39,43,30,41,21,39,12,40,3,43,0,1
Person_256,44,58,43,64,42,58,45,52,44,46,44,40,1
Person_257,59,46,57,41,59,36,55,31,58,36,56,41,0
Person_258,53,9,53,28,53,55,52,27,49,93,52,26,0
Person_259,61,53,68,51,75,52,82,51,89,52,96,51,0
Person_260,47,55,53,61,59,67,65,73,71,79,77,85,0
Person_261,63,42,71,34,79,26,87,18,95,10,100,2,1
Person_262,48,54,54,61,60,68,66,75,72,68,78,61,0
Person_263,60,32,67,41,74,50,81,59,88,68,95,77,0
Person_264,50,70,58,77,66,89,74,84,82,76,90,58,0
Person_265,46,52,40,53,34,56,28,52,22,56,16,56,0
Person_266,42,51,34,57,26,63,18,69,10,75,2,81,1
Person_267,49,46,43,37,37,28,31,19,25,10,19,1,1
Person_268,33,53,24,59,15,53,6,47,0,41,0,35,0
Person_269,51,37,44,32,37,37,30,42,23,47,16,52,0
Person_270,49,32,40,80,31,5,22,8,13,92,4,6,0
Person_271,57,57,66,57,57,60,48,60,39,59,30,59,0
Person_272,67,63,75,71,83,79,91,87,83,95,75,100,0
Person_273,59,46,65,39,59,32,53,25,47,18,41,11,0
Person_274,49,49,57,44,65,39,57,34,49,29,41,24,1
Person_275,47,47,42,42,37,37,32,42,27,47,22,52,0
Person_276,49,99,58,72,49,30,40,73,31,19,22,31,0
Person_277,35,60,29,59,23,57,29,58,35,58,41,57,0
Person_278,36,56,27,63,18,70,27,77,36,84,45,91,0
Person_279,42,44,34,37,26,30,18,23,26,16,34,9,0
Person_280,52,57,47,51,42,45,37,39,42,33,47,27,0
Person_281,48,48,39,39,30,30,39,21,48,30,57,39,1
Person_282,40,22,31,97,40,68,49,93,58,69,67,68,0
Person_283,28,42,89,44,36,42,54,40,100,41,80,43,1
Person_284,7,50,19,55,15,60,1,65,1,70,88,75,0
Person_285,90,38,71,30,53,22,43,14,2,6,97,0,1
Person_286,49,49,76,55,36,61,49,55,1,49,39,43,1
Person_287,43,42,66,34,98,42,59,50,78,58,98,66,0
Person_288,36,25,56,29,55,16,74,60,89,67,73,21,1
Person_289,40,59,40,59,43,61,43,58,42,61,44,61,0
Person_290,49,55,53,62,52,69,51,76,52,83,52,90,0
Person_291,57,41,60,36,57,31,59,26,60,21,57,16,0
Person_292,56,51,56,60,57,69,56,60,55,51,58,42,0
Person_293,51,41,51,35,50,29,49,23,50,29,50,35,1
Person_294,49,15,49,35,50,71,47,66,48,5,50,74,0
Person_295,53,57,58,56,63,56,68,57,73,57,78,56,0
Person_296,49,55,55,64,61,73,67,82,73,91,79,100,0
Person_297,59,40,66,32,73,24,80,16,87,8,94,0,1
Person_298,49,57,56,64,63,71,70,64,77,57,84,50,0
Person_299,46,38,52,29,58,38,64,47,70,56,76,65,0
Person_300,57,25,64,57,71,51,78,52,85,14,92,8,0
Person_301,35,47,26,51,17,51,8,51,0,50,0,49,1
Person_302,36,65,28,73,20,81,12,89,4,97,0,100,1
Person_303,38,49,31,41,24,33,17,25,10,17,3,9,1
Person_304,45,53,39,48,33,43,27,38,21,33,15,28,0
Person_305,47,45,39,39,31,45,23,51,15,57,7,63,0
Person_306,47,2,38,12,29,88,20,90,11,2,2,77,0
Person_307,63,54,70,53,63,52,56,50,49,53,42,53,0
Person_308,58,65,67,71,76,77,85,83,76,89,67,95,0
Person_309,48,34,54,28,60,22,66,16,60,10,54,4,0
Person_310,62,55,67,63,72,71,77,63,72,55,67,47,1
Person_311,65,40,74,33,83,26,74,33,65,40,56,47,0
Person_312,64,77,70,44,76,46,82,5,76,68,70,43,0
Person_313,34,54,25,55,34,52,43,52,52,53,61,51,0
Person_314,45,48,53,55,61,62,69,69,77,76,85,83,0
Person_315,45,40,37,35,29,30,37,25,45,20,53,15,0
Person_316,46,53,39,61,32,69,39,61,46,53,53,45,0
Person_317,34,47,43,54,52,61,61,68,70,75,79,82,1
Person_318,33,52,24,22,15,39,6,84,15,60,24,58,0
Person_319,36,60,41,59,73,61,31,59,40,61,49,59,0
Person_320,36,56,49,63,79,70,5,77,69,84,80,91,0
Person_321,70,38,74,31,20,24,67,17,42,10,36,3,0
Person_322,97,53,54,61,59,69,28,77,90,69,22,61,0
Person_323,35,42,21,49,45,56,87,63,89,70,80,77,0
Person_324,71,40,67,37,52,26,97,21,30,31,49,46,1
Person_325,45,57,44,56,43,55,45,57,47,57,46,58,0
Person_326,52,66,54,75,55,84,54,93,52,100,52,100,0
Person_327,44,51,45,44,42,37,42,30,45,23,45,16,1
Person_328,46,54,47,47,44,40,46,33,43,26,45,19,1
Person_329,49,40,52,35,51,30,49,25,50,30,53,35,0
Person_330,42,40,41,20,43,30,44,73,42,60,42,50,0
Person_331,56,54,64,54,72,56,80,56,88,57,96,56,0
Person_332,50,59,55,66,60,73,65,80,70,87,75,94,0
Person_333,50,35,56,30,62,25,68,20,74,15,80,10,1
Person_334,57,65,64,74,71,65,78,56,85,47,92,38,0
Person_335,55,46,61,52,67,58,73,64,79,70,85,76,0
Person_336,65,77,73,9,81,15,89,82,97,56,100,80,0
Person_337,37,41,28,39,19,39,10,39,1,40,0,39,1
Person_338,50,64,42,71,34,78,26,85,18,92,10,99,1
Person_339,40,48,31,42,22,36,13,30,4,24,0,18,1
Person_340,38,61,30,70,22,61,14,52,6,43,0,34,0
Person_341,39,46,30,40,21,34,12,28,3,34,0,40,0
Person_342,36,7,28,76,20,48,12,9,4,41,0,71,0
Person_343,64,42,58,42,52,44,46,44,40,44,34,44,1
Person_344,53,49,62,55,71,61,80,67,71,73,62,79,0
Person_345,49,32,57,24,65,16,57,8,49,0,41,0,0
Person_346,56,47,64,53,72,47,80,41,72,35,64,29,1
Person_347,58,50,63,44,68,50,63,56,58,62,53,68,0
Person_348,52,16,58,4,52,66,46,62,40,63,34,36,0
Person_349,43,47,48,47,53,45,58,47,63,46,68,49,1
Person_350,51,53,45,58,39,63,45,68,51,73,57,78,0
Person_351,39,50,48,44,57,38,66,32,75,26,84,20,0
Person_352,35,56,27,51,35,46,43,41,51,36,59,31,0
Person_353,47,40,56,32,65,24,74,32,83,40,92,48,1
Person_354,35,84,26,33,17,56,8,13,17,3,26,29,0
Person_355,12,42,25,44,18,43,58,44,26,42,18,42,1
Person_356,44,50,60,58,77,66,94,74,64,82,82,90,0
Person_357,29,50,72,45,94,40,54,35,77,30,54,25,1
Person_358,65,49,73,57,84,65,35,73,83,65,98,57,0
Person_359,94,35,50,29,11,23,46,29,83,35,13,41,0
Person_360,38,45,33,70,26,15,19,38,84,44,78,50,1
Person_361,53,43,57,45,55,44,57,44,57,42,57,44,1
Person_362,42,67,40,75,42,83,39,91,42,99,42,100,0
Person_363,58,31,56,22,58,13,57,4,56,0,58,0,1
Person_364,48,55,46,64,46,55,46,46,44,37,48,28,1
Person_365,40,41,39,34,43,27,41,20,42,27,43,34,0
Person_366,48,0,51,16,50,40,50,68,50,14,49,23,0
Person_367,57,61,64,59,71,57,78,61,85,61,92,58,1
Person_368,46,55,51,61,56,67,61,73,66,79,71,85,0
Person_369,64,50,72,44,80,38,88,32,96,26,100,20,1
Person_370,53,52,62,43,71,34,80,25,89,16,98,7,0
Person_371,67,45,75,39,83,33,91,39,99,45,100,51,0
Person_372,48,11,53,75,58,11,63,54,68,48,73,53,0
Person_373,49,49,40,50,31,47,22,48,13,50,4,47,0
Person_374,53,53,47,59,41,65,35,71,29,77,23,83,1
Person_375,35,35,30,26,25,17,20,8,15,0,10,0,1
Person_376,36,53,27,61,18,69,9,61,0,53,0,45,0
Person_377,51,41,46,35,41,29,36,23,31,29,26,35,0
Person_378,46,52,39,17,32,64,25,31,18,53,11,73,0
Person_379,67,45,76,43,85,45,76,45,67,41,58,41,0
Person_380,60,66,52,75,44,84,36,93,28,100,20,100,0
Person_381,47,45,41,39,35,33,29,27,23,21,17,15,0
Person_382,59,54,68,48,77,42,86,36,77,30,68,24,1
Person_383,59,36,50,27,41,18,32,27,23,36,14,45,0
Person_384,64,38,70,15,76,59,82,77,76,27,70,62,0
Person_385,45,39,40,40,35,40,40,40,45,41,50,40,1
Person_386,38,54,32,60,38,66,44,72,50,78,56,84,0
Person_387,48,36,42,28,36,20,30,12,36,4,42,0,0
Person_388,51,62,59,71,67,80,75,71,83,62,91,53,0
Person_389,44,38,39,33,34,38,29,43,34,48,39,53,1
Person_390,51,24,56,66,61,6,66,50,71,37,76,42,0
Person_391,75,58,62,59,54,57,8,59,17,58,29,58,0
Person_392,27,46,11,51,25,56,76,61,76,66,11,71,0
Person_393,79,44,12,37,3,30,70,23,97,16,41,9,1
Person_394,83,53,15,46,18,39,45,32,69,25,95,18,0
Person_395,37,49,78,43,2,37,12,43,8,49,81,55,0
Person_396,29,18,66,46,55,69,11,64,24,57,20,31,1
Person_397,53,51,52,49,54,50,54,52,52,49,54,53,0
Person_398,53,53,53,60,55,67,56,74,54,81,54,88,0
Person_399,50,52,51,46,51,40,49,34,49,28,51,22,0
Person_400,42,60,43,66,45,72,41,78,45,72,42,66,0
Person_401,57,34,59,27,55,20,59,27,59,34,57,41,0
Person_402,54,9,54,25,52,9,52,52,52,59,53,18,0
Person_403,49,42,55,42,61,39,67,42,73,41,79,42,1
Person_404,51,48,60,54,69,60,78,66,87,72,96,78,0
Person_405,55,50,63,41,71,32,79,23,87,14,95,5,0
Person_406,58,52,63,57,68,62,73,57,78,52,83,47,0
Person_407,56,34,62,28,68,22,74,16,80,22,86,28,0
Person_408,57,46,66,75,75,73,84,37,93,84,100,32,0
Person_409,36,54,29,54,22,58,15,58,8,57,1,55,0
Person_410,43,64,36,71,29,78,22,85,15,92,8,99,1
Person_411,48,34,41,27,34,20,27,13,20,6,13,0,1
Person_412,48,48,43,55,38,62,33,69,28,62,23,55,0
Person_413,32,42,23,35,14,28,5,35,0,42,0,49,0
Person_414,32,5,23,84,14,67,5,44,0,71,0,91,0
Person_415,60,44,65,46,60,44,55,45,50,44,45,43,0
Person_416,62,48,70,56,78,64,86,72,78,80,70,88,0
Person_417,57,50,62,45,67,40,62,35,57,30,52,25,0
Person_418,62,59,55,52,48,45,41,38,34,31,27,24,1
Person_419,47,41,42,35,37,41,32,47,27,53,22,59,0
Person_420,60,67,67,54,74,96,81,36,74,0,67,68,0
Person_421,42,45,36,44,30,46,36,47,42,46,48,48,1
Person_422,50,64,45,73,50,82,55,91,60,100,65,100,0
Person_423,53,41,47,32,41,23,47,14,53,5,59,0,0
Person_424,49,52,43,43,37,34,43,25,49,16,55,7,1
Person_425,52,51,57,56,62,61,67,66,72,71,77,76,0
Person_426,39,81,30,15,21,44,12,45,21,54,30,18,0
Person_427,52,48,94,52,67,50,32,52,41,52,84,48,0
Person_428,35,66,77,73,25,80,78,87,36,94,33,100,0
Person_429,41,40,56,34,95,28,70,22,87,16,57,10,1
Person_430,28,65,45,74,26,65,23,56,35,47,50,38,0
Person_431,44,54,54,59,7,64,57,69,71,74,76,79,0
Person_432,48,46,30,90,36,26,2,66,18,15,95,11,1
Person_433,57,57,60,57,57,57,60,58,58,57,59,59,0
Person_434,46,60,45,68,47,76,43,84,46,92,44,100,0
Person_435,54,36,58,27,55,18,58,9,57,0,54,0,0
Person_436,43,50,43,56,40,62,40,56,44,50,40,44,1
Person_437,54,46,53,37,53,46,53,55,56,64,54,73,0
Person_438,48,43,48,8,48,89,47,35,50,99,51,26,0
Person_439,49,52,54,52,59,52,64,48,69,52,74,49,0
Person_440,60,60,69,68,78,76,87,84,96,92,100,100,0
